name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,user_score,rating,na_population,eu_population,jp_population,other_population,critic_count,user_count,developer,popularity_score
NBA 08,PSP,2007,Sports,Sony Computer Entertainment,30000,0,0,0,30000,7.5,7.5,E,445955481.0,769138207.0,128001000.0,68780075066.0,18,8,SCEA,7.5
Resident Evil 4,PC,2007,Action,Ubisoft,0,20000,0,0,20000,7.5,7.3,M,445955481.0,769138207.0,128001000.0,68780075066.0,15,242,Capcom,7.311673152
Driver: Parallel Lines,Weii,2007,Racing,Ubisoft,10000,10000,0,0,20000,5.9,6.1,M,445955481.0,769138207.0,128001000.0,68780075066.0,9,20,Reflections Interactive,6.037931034
Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0,0,30000,0,30000,6.3,6.1,T,445955481.0,769138207.0,128001000.0,68780075066.0,29,34,Electronic Arts,6.192063492
The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,10000,10000,0,0,20000,7.4,7.4,T,445955481.0,769138207.0,128001000.0,68780075066.0,9,24,Maxis,7.4
Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,20000,0,0,0,20000,4.5,7.4,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,9,4,7 Studios,5.392307692
Viva Pinata,PC,2007,Simulation,Microsoft Game Studios,0,20000,0,0,20000,7.7,7.8,E,445955481.0,769138207.0,128001000.0,68780075066.0,20,20,"Climax Group, Climax Studios",7.75
The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,10000,10000,0,0,20000,6.7,7.6,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,19,44,Blue Byte,7.328571429
SimCity Societies,PC,2007,Simulation,Electronic Arts,0,20000,0,0,20000,6.2,4.2,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,27,95,Tilted Mill,4.642622951
DiRT,PC,2007,Racing,Codemasters,0,20000,0,0,20000,8.3,7.4,E,445955481.0,769138207.0,128001000.0,68780075066.0,20,91,Codemasters,7.562162162
Test Drive Unlimited,PC,2007,Racing,Atari,0,20000,0,0,20000,8.0,8.2,T,445955481.0,769138207.0,128001000.0,68780075066.0,18,124,Eden Studios,8.174647887
Balls of Fury,Weii,2007,Sports,Zoo Digital Publishing,20000,0,0,0,20000,1.9,2.8,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,6,25,Black Lantern Studios,2.625806452
Overlord,PC,2007,Strategy,Codemasters,0,20000,0,0,20000,8.0,8.2,T,445955481.0,769138207.0,128001000.0,68780075066.0,27,220,Triumph Studios,8.178137652
The Fast and the Furious,PSP,2007,Racing,Deep Silver,20000,0,0,0,20000,5.8,5.3,T,445955481.0,769138207.0,128001000.0,68780075066.0,7,6,Eutechnyx,5.569230769
Spider-Man 3,PC,2007,Platform,Activision,20000,0,0,0,20000,6.2,7.1,T,445955481.0,769138207.0,128001000.0,68780075066.0,16,29,Beenox,6.78
Hellgate: London,PC,2007,Role-Playing,Electronic Arts,0,20000,0,0,20000,7.0,6.3,M,445955481.0,769138207.0,128001000.0,68780075066.0,40,374,Flagship Studios,6.36763285
Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,0,10000,0,0,10000,7.0,7.4,E,445955481.0,769138207.0,128001000.0,68780075066.0,21,11,Arkedo Studio,7.1375
Chili Con Carnage,PSP,2007,Shooter,Eidos Interactive,0,10000,0,0,10000,7.3,8.3,M,445955481.0,769138207.0,128001000.0,68780075066.0,37,13,Deadline Games,7.56
Puzzle Quest: Challenge of the Warlords,PSP,2007,Puzzle,D3Publisher,10000,0,0,0,10000,8.3,8.0,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,32,19,"Vicious Cycle, Infinite Interactive",8.188235294
Worms,X360,2007,Strategy,Microsoft Game Studios,0,20000,0,0,20000,7.6,6.9,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,25,28,Team 17,7.230188679
Gears of War,PC,2007,Shooter,Microsoft Game Studios,0,10000,0,0,10000,8.8,7.9,M,445955481.0,769138207.0,128001000.0,68780075066.0,36,567,Epic Games,7.953731343
Enemy Territory: Quake Wars,PC,2007,Shooter,Activision,10000,0,0,0,10000,8.4,8.2,T,445955481.0,769138207.0,128001000.0,68780075066.0,55,231,Splash Damage,8.238461538
FIFA Soccer 08,PC,2007,Sports,Electronic Arts,0,10000,0,0,10000,7.6,6.0,E,445955481.0,769138207.0,128001000.0,68780075066.0,7,50,EA Canada,6.196491228
Neverwinter Nights 2: Mask of the Betrayer,PC,2007,Role-Playing,Atari,0,10000,0,0,10000,8.2,8.7,T,445955481.0,769138207.0,128001000.0,68780075066.0,25,182,Obsidian Entertainment,8.639613527
Metal Slug Anthology,PS2,2007,Shooter,Ignition Entertainment,0,0,10000,0,10000,8.0,8.2,T,445955481.0,769138207.0,128001000.0,68780075066.0,20,16,Terminal Reality,8.088888889
Rail Simulator,PC,2007,Simulation,Electronic Arts,0,10000,0,0,10000,7.2,6.9,E,445955481.0,769138207.0,128001000.0,68780075066.0,13,24,Kuju Entertainment,7.005405405
Spider-Man: Friend or Foe,PC,2007,Action,Activision,10000,0,0,0,10000,5.6,5.4,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,9,11,Beenox,5.49
F.E.A.R. Perseus Mandate,PC,2007,Shooter,Vivendi Games,10000,0,0,0,10000,6.1,7.4,M,445955481.0,769138207.0,128001000.0,68780075066.0,27,106,TimeGate Studios,7.136090226
TimeShift,PC,2007,Shooter,Vivendi Games,10000,0,0,0,10000,7.0,7.5,M,445955481.0,769138207.0,128001000.0,68780075066.0,30,124,Saber Interactive,7.402597403
Battlestations: Midway,PC,2007,Strategy,Eidos Interactive,0,10000,0,0,10000,7.5,7.3,T,445955481.0,769138207.0,128001000.0,68780075066.0,20,46,Eidos Interactive,7.360606061
Juiced 2: Hot Import Nights,PC,2007,Racing,THQ,0,10000,0,0,10000,6.0,5.1,T,445955481.0,769138207.0,128001000.0,68780075066.0,6,42,Juice Games,5.2125
Dungeon Explorer: Warriors of Ancient Arts,PSP,2007,Role-Playing,Rising Star Games,10000,0,0,0,10000,5.5,5.6,T,445955481.0,769138207.0,128001000.0,68780075066.0,13,4,Hudson Soft,5.523529412
Hoshigami: Ruining Blue Earth Remix,DS,2007,Role-Playing,505 Games,0,0,10000,0,10000,5.6,8.1,T,445955481.0,769138207.0,128001000.0,68780075066.0,13,11,Barnhouse Effect,6.745833333
Clive Barker's Jericho,PC,2007,Shooter,Codemasters,0,10000,0,0,10000,6.3,7.5,M,445955481.0,769138207.0,128001000.0,68780075066.0,25,218,"Mercury Steam, Alchemic Productions",7.37654321
Sega Rally Revo,PC,2007,Racing,Sega,0,10000,0,0,10000,7.4,7.7,E,445955481.0,769138207.0,128001000.0,68780075066.0,9,18,SEGA Racing Studio,7.6
Hospital Tycoon,PC,2007,Strategy,Codemasters,0,10000,0,0,10000,5.1,3.8,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,8,29,Big Red Software,4.081081081
Kinect Adventures!,X360,2010,Misc,Microsoft Game Studios,14805000,4939000,236000,1721000,21701000,6.1,6.3,E,460662636.0,776148282.0,128070000.0,71523726409.0,45,106,Good Science Studio,6.240397351
Call of War: Black Ops,X360,2010,Shooter,Activision,9704000,3739000,109000,1146000,14698000,8.8,6.2,M,460662636.0,776148282.0,128070000.0,71523726409.0,89,1454,Treyarch,6.349967596
Call of War: Black Ops,PS3,2010,Shooter,Activision,6014000,4342000,487000,1816000,12659000,8.9,6.4,M,460662636.0,776148282.0,128070000.0,71523726409.0,58,1094,Treyarch,6.525868056
Gran Turismo 5,PS3,2010,Racing,Sony Computer Entertainment,2941000,4862000,797000,2124000,10724000,8.4,7.4,E,460662636.0,776148282.0,128070000.0,71523726409.0,82,1112,Polyphony Digital,7.468676717
Halo: Reach,X360,2010,Shooter,Microsoft Game Studios,6932000,1974000,81000,794000,9781000,9.1,8.0,M,460662636.0,776148282.0,128070000.0,71523726409.0,99,2045,Bungie,8.05079291
Just Dance 2,Weii,2010,Misc,Ubisoft,5868000,2851000,10000,775000,9504000,7.4,7.4,E10+,460662636.0,776148282.0,128070000.0,71523726409.0,24,24,Ubisoft,7.4
Weii Party,Weii,2010,Misc,Ninti,1763000,3460000,2527000,665000,8415000,6.9,7.4,E,460662636.0,776148282.0,128070000.0,71523726409.0,42,54,Nd Cube,7.18125
Super Marrison Galaxy 2,Weii,2010,Platform,Ninti,3602000,2320000,962000,615000,7499000,9.8,9.2,E,460662636.0,776148282.0,128070000.0,71523726409.0,87,1854,Ninti EAD Tokyo,9.226893354
Red Dead Redemption,PS3,2010,Action,Take-Two Interactive,2812000,2532000,172000,993000,6509000,9.6,8.7,M,460662636.0,776148282.0,128070000.0,71523726409.0,73,2456,Rockstar San Diego,8.725978648
Donkey Kong Country Returns,Weii,2010,Platform,Ninti,3152000,1797000,1036000,460000,6445000,8.8,8.5,E,460662636.0,776148282.0,128070000.0,71523726409.0,77,368,Retro Studios,8.551910112
Red Dead Redemption,X360,2010,Action,Take-Two Interactive,3724000,1920000,92000,574000,6310000,9.5,9.1,M,460662636.0,776148282.0,128070000.0,71523726409.0,96,2316,Rockstar San Diego,9.115920398
Kinect Sports,X360,2010,Sports,Microsoft Game Studios,3889000,1737000,30000,506000,6162000,7.2,7.3,E10+,460662636.0,776148282.0,128070000.0,71523726409.0,51,95,Rare Ltd.,7.265068493
Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3560000,1081000,50000,383000,5074000,7.9,6.4,M,460662636.0,776148282.0,128070000.0,71523726409.0,88,604,Lionhead Studios,6.590751445
FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,602000,3294000,60000,1116000,5072000,9.0,7.8,E,460662636.0,776148282.0,128070000.0,71523726409.0,51,233,EA Sports,8.015492958
StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2582000,1666000,0,583000,4831000,9.3,8.2,T,460662636.0,776148282.0,128070000.0,71523726409.0,82,3052,Blizzard Entertainment,8.22878111
God of War III,PS3,2010,Action,Sony Computer Entertainment,2717000,1339000,121000,599000,4776000,9.0,8.9,M,460662636.0,776148282.0,128070000.0,71523726409.0,101,2633,SCE Santa Monica,8.903694221
Michael Jackson: The Experience,Weii,2010,Misc,Ubisoft,2593000,1314000,10000,383000,4300000,5.6,8.3,E10+,460662636.0,776148282.0,128070000.0,71523726409.0,37,31,"Ubisoft Paris, Ubisoft Montpellier",6.830882353
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2661000,1015000,39000,333000,4048000,8.5,8.1,M,460662636.0,776148282.0,128070000.0,71523726409.0,81,769,Obsidian Entertainment,8.138117647
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2110000,1101000,101000,504000,3816000,7.6,8.0,E10+,460662636.0,776148282.0,128070000.0,71523726409.0,64,104,"SCEA, Zindagi Games",7.847619048
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,722000,2364000,20000,397000,3503000,8.9,7.5,E,460662636.0,776148282.0,128070000.0,71523726409.0,66,155,EA Sports,7.918099548
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2831000,384000,29000,243000,3487000,9.1,8.3,M,460662636.0,776148282.0,128070000.0,71523726409.0,81,693,Ubisoft Montreal,8.38372093
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2080000,1018000,39000,324000,3461000,8.9,8.5,M,460662636.0,776148282.0,128070000.0,71523726409.0,75,869,EA DICE,8.531779661
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1500000,1047000,99000,460000,3106000,8.1,7.9,M,460662636.0,776148282.0,128070000.0,71523726409.0,57,492,Obsidian Entertainment,7.920765027
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1978000,794000,30000,268000,3070000,9.5,8.7,M,460662636.0,776148282.0,128070000.0,71523726409.0,98,3143,BioWare,8.724190065
Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1288000,1218000,60000,475000,3041000,8.5,7.8,M,460662636.0,776148282.0,128070000.0,71523726409.0,107,2759,Quantic Dream,7.826133985
Epic Mickey,Weii,2010,Platform,Disney Interactive Studios,2014000,638000,119000,216000,2987000,7.2,7.1,E,460662636.0,776148282.0,128070000.0,71523726409.0,78,131,Junction Point,7.137320574
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1319000,1090000,79000,434000,2922000,8.8,8.7,M,460662636.0,776148282.0,128070000.0,71523726409.0,59,572,EA DICE,8.709350238
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1862000,541000,112000,295000,2810000,9.1,8.2,M,460662636.0,776148282.0,128070000.0,71523726409.0,59,791,Ubisoft Montreal,8.262470588
Medal of Honor,PS3,2010,Shooter,Electronic Arts,1283000,1043000,69000,420000,2815000,7.5,7.4,M,460662636.0,776148282.0,128070000.0,71523726409.0,56,286,"EA DICE, Danger Close",7.416374269
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1064000,1248000,30000,474000,2816000,8.7,7.2,E10+,460662636.0,776148282.0,128070000.0,71523726409.0,59,301,Criterion Games,7.445833333
Madden NFL 11,X360,2010,Sports,Electronic Arts,2376000,119000,0,178000,2673000,8.4,5.7,E,460662636.0,776148282.0,128070000.0,71523726409.0,47,120,EA Tiburon,6.45988024
Marrison vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Ninti,1635000,501000,345000,181000,2662000,7.9,7.6,E,460662636.0,776148282.0,128070000.0,71523726409.0,51,18,Ninti,7.82173913
Skate 3,X360,2010,Sports,Electronic Arts,1451000,933000,0,236000,2620000,8.1,8.1,T,460662636.0,776148282.0,128070000.0,71523726409.0,65,127,EA Black Box,8.1
Medal of Honor,X360,2010,Shooter,Electronic Arts,1571000,804000,40000,211000,2626000,7.4,6.7,M,460662636.0,776148282.0,128070000.0,71523726409.0,71,288,"Dice, Danger Close",6.838440111
Art Academy,DS,2010,Misc,Ninti,262000,1680000,324000,283000,2549000,7.5,7.9,E,460662636.0,776148282.0,128070000.0,71523726409.0,15,5,Headstrong Games,7.6
LEGO Harry Potter: Years 1-4,Weii,2010,Action,Warner Bros. Interactive Entertainment,1273000,947000,0,218000,2438000,7.8,7.9,E10+,460662636.0,776148282.0,128070000.0,71523726409.0,13,34,Traveller's Tales,7.872340426
pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,289000,1160000,540000,404000,2393000,7.7,6.7,E,460662636.0,776148282.0,128070000.0,71523726409.0,40,85,Konami,7.02
Madden NFL 11,PS3,2010,Sports,Electronic Arts,2078000,149000,0,202000,2429000,8.4,6.1,E,460662636.0,776148282.0,128070000.0,71523726409.0,36,68,EA Tiburon,6.896153846
Zumba Fitness,X360,2010,Sports,505 Games,1754000,452000,0,182000,2388000,4.1,5.5,E,460662636.0,776148282.0,128070000.0,71523726409.0,10,16,"Pipeworks Software, Inc.",4.961538462
LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,1057000,986000,0,219000,2262000,7.1,7.3,E10+,460662636.0,776148282.0,128070000.0,71523726409.0,7,6,TT Fusion,7.192307692
The Sims 3,X360,2010,Simulation,Electronic Arts,1246000,797000,0,197000,2240000,7.7,7.1,T,460662636.0,776148282.0,128070000.0,71523726409.0,42,71,The Sims Studio,7.32300885
Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1015000,953000,0,213000,2181000,8.7,7.1,E10+,460662636.0,776148282.0,128070000.0,71523726409.0,73,206,Criterion Games,7.518637993
BioShock 2,X360,2010,Shooter,Take-Two Interactive,1477000,535000,20000,187000,2219000,8.7,8.2,M,460662636.0,776148282.0,128070000.0,71523726409.0,93,573,2K Marin,8.26981982
Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,1261000,681000,10000,206000,2158000,8.1,6.4,T,460662636.0,776148282.0,128070000.0,71523726409.0,54,539,Square Enix,6.554806071
NBA 2K11,X360,2010,Action,Take-Two Interactive,1873000,122000,10000,128000,2133000,8.7,8.3,E,460662636.0,776148282.0,128070000.0,71523726409.0,50,100,Visual Concepts,8.433333333
World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,1801000,315000,0,0,2116000,9.0,5.7,T,460662636.0,776148282.0,128070000.0,71523726409.0,53,953,Blizzard Entertainment,5.873856859
Marrison Sports Mix,Weii,2010,Sports,Ninti,897000,432000,641000,121000,2091000,6.4,7.1,E,460662636.0,776148282.0,128070000.0,71523726409.0,54,34,Square Enix,6.670454545
Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,459000,412000,960000,242000,2073000,8.9,8.8,T,460662636.0,776148282.0,128070000.0,71523726409.0,66,443,Kojima Productions,8.812966601
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,641000,410000,740000,256000,2047000,8.1,8.6,E10+,460662636.0,776148282.0,128070000.0,71523726409.0,62,208,Square Enix,8.485185185
Skate 3,PS3,2010,Sports,Electronic Arts,780000,875000,0,322000,1977000,8.1,7.6,T,460662636.0,776148282.0,128070000.0,71523726409.0,46,82,EA Black Box,7.7796875
The Sims 3,PS3,2010,Simulation,Electronic Arts,724000,890000,20000,301000,1935000,7.7,6.5,T,460662636.0,776148282.0,128070000.0,71523726409.0,39,55,The Sims Studio,6.99787234
Sonic Classic Collection,DS,2010,Platform,Sega,921000,725000,0,172000,1818000,7.1,7.5,E,460662636.0,776148282.0,128070000.0,71523726409.0,24,28,Creative Assembly,7.315384615
NBA 2K11,PS3,2010,Action,Take-Two Interactive,1392000,199000,30000,162000,1783000,9.0,7.5,E,460662636.0,776148282.0,128070000.0,71523726409.0,46,105,Visual Concepts,7.956953642
Just Cause 2,PS3,2010,Action,Square Enix,453000,911000,61000,326000,1751000,8.2,7.9,M,460662636.0,776148282.0,128070000.0,71523726409.0,66,291,Avalanche Studios,7.955462185
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Ninti,203000,140000,1348000,30000,1721000,7.8,8.1,T,460662636.0,776148282.0,128070000.0,71523726409.0,41,31,ArtePiazza,7.929166667
The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,586000,881000,0,232000,1699000,7.5,5.2,T,460662636.0,776148282.0,128070000.0,71523726409.0,17,77,The Sims Studio,5.615957447
Sonic Colors,Weii,2010,Platform,Sega,907000,609000,10000,150000,1676000,7.9,8.6,E,460662636.0,776148282.0,128070000.0,71523726409.0,58,301,Sonic Team,8.486908078
Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,963000,514000,0,168000,1645000,8.9,8.0,E10+,460662636.0,776148282.0,128070000.0,71523726409.0,70,2280,Firaxis Games,8.026808511
Kinectimals,X360,2010,Simulation,Microsoft Game Studios,1012000,454000,0,132000,1598000,7.4,3.1,E,460662636.0,776148282.0,128070000.0,71523726409.0,50,69,Frontier Developments,4.906722689
Just Cause 2,X360,2010,Action,Square Enix,600000,820000,20000,172000,1612000,8.1,8.1,M,460662636.0,776148282.0,128070000.0,71523726409.0,74,267,Avalanche Studios,8.1
LEGO Harry Potter: Years 1-4,X360,2010,Action,Warner Bros. Interactive Entertainment,946000,462000,0,142000,1550000,8.0,7.9,E10+,460662636.0,776148282.0,128070000.0,71523726409.0,58,62,Traveller's Tales,7.948333333
Mafia II,X360,2010,Action,Take-Two Interactive,854000,544000,0,149000,1547000,7.4,7.7,M,460662636.0,776148282.0,128070000.0,71523726409.0,79,458,2K Czech,7.655865922
BioShock 2,PS3,2010,Shooter,Take-Two Interactive,836000,457000,20000,222000,1535000,8.8,8.0,M,460662636.0,776148282.0,128070000.0,71523726409.0,62,492,2K Marin,8.089530686
Star Wars: The Force Unleashed II,PS3,2010,Action,LucasArts,796000,498000,0,211000,1505000,6.3,6.8,T,460662636.0,776148282.0,128070000.0,71523726409.0,41,121,LucasArts,6.67345679
Dead Rising 2,X360,2010,Action,Capcom,753000,522000,89000,120000,1484000,7.8,6.8,M,460662636.0,776148282.0,128070000.0,71523726409.0,76,216,Blue Castle Games,7.060273973
Mafia II,PS3,2010,Action,Take-Two Interactive,502000,685000,39000,260000,1486000,7.6,7.7,M,460662636.0,776148282.0,128070000.0,71523726409.0,61,297,2K Czech,7.682960894
Super Scribblenauts,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,1042000,295000,0,110000,1447000,8.2,8.2,E10+,460662636.0,776148282.0,128070000.0,71523726409.0,53,46,5TH Cell,8.2
Star Wars: The Force Unleashed II,X360,2010,Action,LucasArts,963000,376000,0,110000,1449000,6.1,5.8,T,460662636.0,776148282.0,128070000.0,71523726409.0,59,180,LucasArts,5.874058577
Kinect Joy Ride,X360,2010,Racing,Microsoft Game Studios,926000,395000,0,119000,1440000,5.3,5.1,E,460662636.0,776148282.0,128070000.0,71523726409.0,46,20,BigPark,5.239393939
Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,90000,71000,1222000,20000,1403000,7.8,7.4,E,460662636.0,776148282.0,128070000.0,71523726409.0,33,15,TOSE,7.675
UFC Undisputed 2010,PS3,2010,Fighting,THQ,795000,404000,20000,183000,1402000,8.6,7.1,T,460662636.0,776148282.0,128070000.0,71523726409.0,54,48,Yuke's,7.894117647
Call of War: Black Ops,Weii,2010,Shooter,Activision,811000,441000,0,119000,1371000,8.1,5.9,M,460662636.0,776148282.0,128070000.0,71523726409.0,25,87,Treyarch,6.391071429
Dead Rising 2,PS3,2010,Action,Capcom,427000,570000,147000,212000,1356000,8.0,6.7,M,460662636.0,776148282.0,128070000.0,71523726409.0,54,178,Blue Castle Games,7.002586207
Metroid: Other M,Weii,2010,Action,Ninti,865000,267000,128000,98000,1358000,8.0,6.6,T,460662636.0,776148282.0,128070000.0,71523726409.0,71,482,Team Ninja,6.779746835
F1 2010,PS3,2010,Racing,Codemasters,254000,743000,79000,258000,1334000,8.3,7.7,E,460662636.0,776148282.0,128070000.0,71523726409.0,46,83,Codemasters Birmingham,7.913953488
Alan Wake,X360,2010,Action,Microsoft Game Studios,665000,508000,49000,130000,1352000,8.1,8.1,T,460662636.0,776148282.0,128070000.0,71523726409.0,100,1156,Remedy Entertainment,8.1
UFC Undisputed 2010,X360,2010,Fighting,THQ,915000,311000,0,112000,1338000,8.5,6.8,T,460662636.0,776148282.0,128070000.0,71523726409.0,70,80,Yuke's,7.593333333
Your Shape: Fitness Evolved,X360,2010,Sports,Ubisoft,799000,411000,0,110000,1320000,7.3,7.5,E,460662636.0,776148282.0,128070000.0,71523726409.0,32,25,Ubisoft Montreal,7.387719298
LEGO Harry Potter: Years 1-4,PS3,2010,Action,Warner Bros. Interactive Entertainment,554000,559000,0,208000,1321000,7.9,7.9,E10+,460662636.0,776148282.0,128070000.0,71523726409.0,42,52,Traveller's Tales,7.9
Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,Ninti,503000,157000,576000,49000,1285000,6.7,8.3,E,460662636.0,776148282.0,128070000.0,71523726409.0,25,25,Creatures Inc.,7.5
Sonic Colors,DS,2010,Platform,Sega,677000,465000,10000,119000,1271000,7.9,7.8,E,460662636.0,776148282.0,128070000.0,71523726409.0,26,66,Dimps Corporation,7.82826087
EA Sports Active 2,Weii,2010,Sports,Electronic Arts,774000,389000,0,111000,1274000,7.8,8.0,E,460662636.0,776148282.0,128070000.0,71523726409.0,8,22,EA Canada,7.946666667
Football Manager 2011,PC,2010,Sports,Sega,0,1023000,0,252000,1275000,8.3,8.4,E,460662636.0,776148282.0,128070000.0,71523726409.0,23,77,Sports Interactive,8.377
2010 FIFA World Cup South Africa,PS3,2010,Sports,Electronic Arts,301000,638000,69000,221000,1229000,8.0,7.8,E,460662636.0,776148282.0,128070000.0,71523726409.0,56,57,EA Canada,7.899115044
