name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,critic_score,critic_count,user_score,user_count,developer,rating,popularity_score,global_sales
Tom Clancy's HAWX 2,X360,2010,Action,Ubisoft,236000,92000,10000,30000,6.9,57,6.4,29,Ubisoft,T,6.731395349,368000
Robots,PS2,2005,Action,Vivendi Games,177000,141000,0,50000,5.3,6,6.1,8,Eurocom Entertainment Software,E,5.757142857,368000
NARC,PS2,2005,Shooter,Midway Games,176000,138000,0,51000,5.1,24,6.9,21,Point of View,M,5.94,365000
Dragon Ball Z: Attack of the Saiyans,DS,2009,Role-Playing,Namco Bandai Games,118000,20000,210000,10000,7.2,21,7.9,24,Monolith Soft,E10+,7.573333333,358000
Bionic Commando,PS3,2009,Platform,Capcom,120000,170000,10000,61000,7.1,48,7.5,62,GRIN,M,7.325454545,361000
Monster Rancher 3,PS2,2001,Simulation,Tecmo Koei,110000,92000,142000,29000,7.8,13,8.5,23,Tecmo,E,8.247222222,373000
The Incredibles: Rise of the Underminer,PS2,2005,Action,THQ,183000,142000,0,50000,6.1,12,7.0,8,Heavy Iron Studios,E10+,6.46,375000
Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,60000,41000,227000,30000,6.9,4,7.0,27,"Bandai Namco Games, Artdink",T,6.987096774,358000
Hamtaro: Ham-Ham Heartbreak,GBA,2002,Action,Ninti,265000,99000,0,10000,7.3,7,9.2,18,Pax Softonica,E,8.668,374000
Okage: Shadow King,PS2,2001,Role-Playing,Sony Computer Entertainment,139000,111000,80000,39000,7.1,23,8.5,14,Zener Works,T,7.62972973,369000
NBA 2K6,XB,2005,Action,Take-Two Interactive,272000,82000,0,10000,8.5,27,8.8,15,Visual Concepts,E,8.607142857,364000
Marvel Super Hero Squad,Weii,2009,Fighting,THQ,301000,29000,0,29000,4.9,16,6.2,14,Blue Tongue Entertainment,E10+,5.506666667,359000
The Chronicles of Narnia: Prince Caspian,Weii,2008,Action,Disney Interactive Studios,316000,20000,0,30000,6.3,5,7.0,12,Traveller's Tales,T,6.794117647,366000
World's Scariest Police Chases,PS,2001,Racing,Activision,202000,143000,0,20000,5.3,16,6.2,4,UDS,T,5.48,365000
MechAssault 2: Lone Wolf,XB,2004,Simulation,Microsoft Game Studios,272000,78000,0,10000,8.1,66,7.6,23,Day 1 Studios,T,7.970786517,360000
Valkyrie Profile: Lenneth,PSP,2006,Role-Playing,Square Enix,168000,10000,157000,20000,8.1,39,8.5,57,TOSE,T,8.3375,355000
Just Dance 2016,PS4,2015,Misc,Ubisoft,172000,130000,0,61000,7.2,10,6.7,20,Ubisoft,E10+,6.866666667,363000
ESPN NFL Football,XB,2003,Sports,Sega,272000,81000,0,10000,9.2,25,9.0,45,Visual Concepts,E,9.071428571,363000
Rapala Pro Fishing,PS2,2004,Sports,Zoo Digital Publishing,179000,142000,0,51000,6.0,6,8.8,32,Activision,E,8.357894737,372000
Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,236000,81000,0,29000,7.7,68,7.7,96,Beenox,T,7.7,346000
TMNT,Weii,2007,Action,Ubisoft,294000,30000,0,30000,6.0,17,5.8,11,Ubisoft Montreal,E10+,5.921428571,354000
Fossil Fighters: Frontier,3DS,2014,Role-Playing,Ninti,81000,40000,230000,10000,5.8,25,4.8,19,"RED Entertainment, Spike Chunsoft",E10+,5.368181818,361000
Arc the Lad: Twilight of the Spirits,PS2,2003,Role-Playing,Sony Computer Entertainment,182000,139000,0,50000,7.3,39,8.2,33,Cattle Call,T,7.7125,371000
Watch Dogs 2,XOne,2016,Action,Ubisoft,168000,157000,0,30000,8.4,9,7.8,131,Ubisoft Montreal,M,7.838571429,355000
Tiger Woods PGA Tour 09,PSP,2008,Sports,Electronic Arts,69000,181000,0,98000,5.3,4,5.5,6,Exient Entertainment,E,5.42,348000
Harry Potter and the Chamber of Secrets,XB,2002,Action,Electronic Arts,270000,81000,0,10000,7.8,13,7.1,12,Eurocom Entertainment Software,E,7.464,361000
Arctic Thunder,PS2,2001,Racing,Midway Games,173000,137000,0,50000,4.6,23,5.3,10,Inland Productions,T,4.812121212,360000
ESPN: Sports Connection,WeiiU,2012,Sports,Ubisoft,203000,122000,0,31000,3.1,13,2.7,18,Ubisoft,E,2.867741935,356000
Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software,140000,50000,121000,50000,7.7,15,8.5,198,Vanillaware,T,8.443661972,361000
Wipeout 2048,PSV,2012,Racing,Sony Computer Entertainment,132000,171000,0,51000,8.1,63,8.2,191,Studio Liverpool,E10+,8.17519685,354000
Trauma Center: Under the Knife,DS,2005,Simulation,Ninti,296000,10000,20000,30000,8.1,45,8.8,45,ITL,T,8.45,356000
Earth Defense Force 2025,PS3,2013,Shooter,D3Publisher,41000,20000,270000,10000,7.0,28,7.5,52,Sandlot,M,7.325,341000
Middle-Earth: Shadow of Mordor,PC,2014,Action,Warner Bros. Interactive Entertainment,121000,202000,0,29000,8.4,17,7.9,1671,Monolith Productions,M,7.905035545,352000
Suikoden V,PS2,2006,Role-Playing,Konami Digital Entertainment,81000,59000,190000,20000,7.5,43,7.6,109,Konami,T,7.571710526,350000
Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts,209000,120000,0,30000,7.7,28,6.1,26,EA Tiburon,E,6.92962963,359000
LocoRoco 2,PSP,2008,Platform,Sony Computer Entertainment,208000,89000,10000,40000,8.6,55,8.3,44,SCE Japan Studio,E,8.466666667,347000
Football Manager Handheld 2010,PSP,2009,Sports,Sega,0,261000,0,91000,6.8,10,7.0,7,Sports Interactive,E,6.882352941,352000
Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft,172000,132000,0,50000,6.2,21,8.3,14,Ubisoft Montreal,T,7.04,354000
Worms: Open Warfare 2,DS,2007,Strategy,THQ,70000,243000,0,39000,8.0,25,9.0,22,"Team 17, Two Tribes",E10+,8.468085106,352000
Dark Void,PS3,2010,Action,Capcom,182000,120000,0,50000,6.0,50,5.9,36,Airtight Games,T,5.958139535,352000
Guitar Hero: Smash Hits,PS3,2009,Misc,Activision,199000,112000,0,51000,7.3,34,7.2,9,Beenox,T,7.279069767,362000
NHL 2K10,Weii,2009,Sports,Take-Two Interactive,315000,10000,0,30000,7.9,8,6.7,16,Take-Two Interactive,E10+,7.1,355000
WWE Crush Hour,PS2,2003,Racing,THQ,170000,131000,0,40000,5.5,13,5.3,8,Pacific Coast Power & Light,T,5.423809524,341000
Persona 2: Eternal Punishment,PS,2000,Role-Playing,Atlus,30000,20000,276000,20000,8.3,11,8.4,25,Atlus Co.,T,8.369444444,346000
Homefront: The Revolution,PS4,2016,Shooter,Deep Silver,60000,211000,30000,49000,4.8,43,3.8,212,Deep Silver Dambuster Studios,M,3.968627451,350000
Assassin's Creed III,WeiiU,2012,Action,Ubisoft,191000,132000,0,29000,8.6,26,7.1,216,Ubisoft Quebec,M,7.261157025,352000
One Piece: Burning Blood,PS4,2016,Fighting,Namco Bandai Games,110000,127000,69000,51000,6.6,45,7.9,49,Spike Chunsoft,T,7.277659574,357000
Star Wars: Flight of the Falcon,GBA,2003,Action,THQ,247000,90000,0,10000,3.9,13,5.8,11,Pocket Studios,E,4.770833333,347000
Teenage Mutant Ninja Turtles: Smash-Up,Weii,2009,Fighting,Ubisoft,335000,0,0,30000,6.8,34,8.1,21,Game Arts,E10+,7.296363636,365000
Toukiden: The Age of Demons,PSV,2013,Action,Tecmo Koei,40000,40000,246000,20000,7.0,44,8.0,136,Omega Force,T,7.755555556,346000
Football Manager 2016,PC,2015,Simulation,Sega,0,329000,0,20000,8.2,34,6.8,97,Sega,E,7.163358779,349000
Resident Evil: Dead Aim,PS2,2003,Action,Capcom,170000,128000,0,40000,6.6,28,6.6,48,Cavia Inc.,M,6.6,338000
Need for Speed Carbon,GC,2006,Racing,Electronic Arts,269000,71000,0,10000,7.6,12,7.8,14,EA Canada,E10+,7.707692308,350000
EA Sports MMA,X360,2010,Fighting,Electronic Arts,229000,91000,0,20000,8.0,63,7.0,55,EA Tiburon,T,7.533898305,340000
Terminator Salvation,X360,2009,Shooter,Warner Bros. Interactive Entertainment,130000,178000,0,39000,4.9,50,4.9,53,GRIN,T,4.9,347000
Chicken Shoot,Weii,2007,Action,Zoo Digital Publishing,317000,0,0,20000,2.7,9,4.8,26,Destination Software,E10+,4.26,337000
Tom Clancy's Rainbow Six: Lockdown,PS2,2005,Shooter,Ubisoft,167000,132000,0,40000,7.0,15,7.0,9,"Red Storm Entertainment, Ubisoft Montreal",M,7.0,339000
MotoGP 08,X360,2008,Racing,Capcom,109000,202000,0,40000,6.8,20,5.6,12,Milestone S.r.l,E,6.35,351000
LEGO Marvel's Avengers,XOne,2016,Action,Warner Bros. Interactive Entertainment,187000,120000,0,29000,7.0,18,5.1,15,TT Games,E10+,6.136363636,336000
Aggressive Inline,PS2,2002,Sports,Acclaim Entertainment,170000,128000,0,39000,8.4,31,8.6,14,"Z-Axis, Ltd.",T,8.462222222,337000
Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,111000,158000,20000,51000,7.0,50,4.7,578,EA DICE,T,4.883121019,340000
Sniper Elite 3,XOne,2014,Shooter,505 Games,199000,110000,0,30000,6.2,12,6.7,68,Rebellion,M,6.625,339000
NFL Street,GC,2004,Sports,Electronic Arts,273000,71000,0,10000,8.1,30,8.0,4,EA Tiburon,E,8.088235294,354000
Karaoke Revolution,PS2,2003,Misc,Konami Digital Entertainment,168000,130000,0,40000,8.2,29,9.1,17,Harmonix Music Systems,E,8.532608696,338000
Metal Arms: Glitch in the System,PS2,2003,Shooter,Vivendi Games,168000,129000,0,40000,8.0,28,8.9,17,Mass Media,T,8.34,337000
EverGrace,PS2,2000,Role-Playing,Ubisoft,99000,79000,149000,30000,5.8,12,7.7,4,From Software,T,6.275,357000
Enemy Territory: Quake Wars,PS3,2008,Shooter,Activision,227000,69000,0,41000,6.0,30,6.4,14,"Z-Axis, Ltd.",T,6.127272727,337000
MLB 06: The Show,PSP,2006,Sports,Sony Computer Entertainment,317000,0,0,30000,8.4,30,8.6,32,SCEA San Diego Studios,E,8.503225806,347000
Over the Hedge,GC,2006,Platform,Activision,270000,71000,0,10000,6.1,21,9.4,6,Edge of Reality,E10+,6.833333333,351000
TrackMania Turbo,PS4,2016,Action,Ubisoft,29000,255000,0,50000,8.3,52,8.0,110,Nadeo,E,8.096296296,334000
Tiger Woods PGA Tour 12: The Masters,Weii,2011,Sports,Electronic Arts,204000,110000,0,30000,8.6,14,6.6,7,Electronic Arts,E,7.933333333,344000
Def Jam Icon,X360,2007,Action,Electronic Arts,302000,10000,0,30000,6.9,48,6.3,108,EA Chicago,M,6.484615385,342000
Dynasty Warriors 5 Empires,PS2,2006,Action,Tecmo Koei,110000,91000,120000,30000,6.2,23,9.0,24,Omega Force,T,7.629787234,351000
Call of War: Ghosts,WeiiU,2013,Shooter,Activision,216000,89000,10000,30000,6.8,6,3.4,256,Treyarch,M,3.477862595,345000
Transformers: Dark of the Moon,PS3,2011,Action,Activision,108000,177000,0,61000,5.8,41,5.6,27,High Moon Studios,T,5.720588235,346000
WWE '12,Weii,2011,Fighting,THQ,233000,80000,0,30000,7.5,6,5.2,9,Yuke's,T,6.12,343000
WWE All Stars,X360,2011,Fighting,THQ,182000,141000,0,30000,7.4,64,7.2,45,THQ,T,7.317431193,353000
Mini Ninjas,PS3,2009,Action,Eidos Interactive,142000,150000,0,60000,7.2,37,8.7,62,Io Interactive,E10+,8.139393939,352000
Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,189000,109000,10000,30000,8.3,35,7.6,90,Namco Bandai Games,T,7.796,338000
Driver 2 Advance,GBA,2002,Action,Atari,255000,90000,0,10000,7.4,9,6.5,14,Sennari Interactive,T,6.852173913,355000
Monster Rancher 4,PS2,2003,Simulation,Tecmo Koei,80000,61000,188000,20000,7.8,21,9.0,18,Tecmo,E,8.353846154,349000
Mini Ninjas,DS,2009,Action,Eidos Interactive,157000,150000,0,39000,6.1,10,5.8,4,Magic Pockets,E10+,6.014285714,346000
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004,Adventure,Disney Interactive Studios,168000,131000,0,39000,6.6,34,8.8,20,Capcom,E10+,7.414814815,338000
Battalion Wars 2,Weii,2007,Strategy,Ninti,222000,20000,79000,20000,7.6,38,7.7,45,Kuju Entertainment,T,7.654216867,341000
MotorStorm: Arctic Edge,PS2,2009,Racing,Sony Computer Entertainment,71000,30000,0,250000,7.2,10,8.3,6,Virtuos,T,7.6125,351000
Hitman: Contracts,XB,2004,Shooter,Eidos Interactive,259000,71000,0,10000,7.8,44,8.7,15,Io Interactive,M,8.028813559,340000
Supreme Commander 2,X360,2010,Strategy,Square Enix,228000,91000,0,30000,7.4,28,7.2,23,Gas Powered Games,E10+,7.309803922,349000
Thunderstrike: Operation Phoenix,PS2,2001,Simulation,Eidos Interactive,171000,127000,0,40000,6.6,15,8.2,7,Core Design Ltd.,T,7.109090909,338000
Racquet Sports,PS3,2010,Sports,Ubisoft,111000,168000,0,59000,4.5,17,4.3,8,Asobo Studio,E,4.436,338000
Company of Heroes 2,PC,2013,Strategy,THQ,61000,247000,0,39000,7.9,82,2.1,6157,Relic,M,2.176230165,347000
Trauma Center: Second Opinion,Weii,2006,Simulation,Ninti,276000,10000,30000,30000,7.8,49,8.1,47,Atlus,T,7.946875,346000
WWE Day of Reckoning 2,GC,2005,Fighting,THQ,258000,70000,0,10000,7.5,36,6.0,263,Yuke's,T,6.180602007,338000
The Urbz: Sims in the City,XB,2004,Simulation,Electronic Arts,218000,109000,0,10000,6.9,28,6.4,10,Maxis,T,6.768421053,337000
Rayman Legends,XOne,2014,Platform,Ubisoft,129000,184000,0,31000,9.2,6,7.8,218,Ubisoft Montpellier,E10+,7.8375,344000
SpongeBob SquarePants: The Yellow Avenger,DS,2005,Action,THQ,308000,0,0,20000,6.7,5,7.5,10,Tantatus,E,7.233333333,328000
Monopoly,PS3,2008,Misc,Electronic Arts,254000,51000,0,41000,5.4,4,6.8,13,Electronic Arts,E,6.470588235,346000
SimCity Creator,DS,2008,Simulation,Electronic Arts,290000,20000,0,30000,6.9,16,7.2,8,Electronic Arts,E,7.0,340000
Tenchu Z,X360,2006,Action,Microsoft Game Studios,267000,20000,20000,30000,5.5,51,7.4,58,K2 LLC,M,6.511009174,337000
Conan,PS3,2007,Action,THQ,129000,147000,0,49000,7.0,35,7.2,40,Nihilistic,M,7.106666667,325000
Leisure Suit Larry: Magna Cum Laude,PS2,2004,Adventure,Vivendi Games,168000,131000,0,40000,6.0,44,6.3,18,High Voltage Software,M,6.087096774,339000
MVP 06 NCAA Baseball,XB,2006,Sports,Electronic Arts,255000,69000,0,10000,7.4,29,8.5,17,EA Canada,E,7.806521739,334000
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,Fighting,Namco Bandai Games,91000,69000,150000,40000,6.0,16,7.1,26,Racjin,T,6.680952381,350000
F.E.A.R.,X360,2006,Shooter,Vivendi Games,277000,31000,0,30000,8.4,44,7.2,131,Day 1 Studios,M,7.501714286,338000
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,Ubisoft,224000,92000,0,30000,7.8,49,8.0,78,Ubisoft,T,7.922834646,346000
Herbie: Fully Loaded,GBA,2005,Racing,Disney Interactive Studios,239000,90000,0,10000,4.6,9,6.9,4,Buena Vista Interactive,E,5.307692308,339000
Teenage Mutant Ninja Turtles,GC,2003,Action,Konami Digital Entertainment,258000,69000,0,10000,5.7,25,7.9,8,Konami,E,6.233333333,337000
Kameo: Elements of Power,X360,2005,Action,Microsoft Game Studios,278000,30000,0,30000,7.8,76,8.0,107,Rare Ltd.,T,7.916939891,338000
Dynasty Warriors 6 Empires,PS3,2009,Action,Tecmo Koei,140000,30000,149000,20000,6.1,22,7.1,26,Omega Force,T,6.641666667,339000
The Shoot,PS3,2010,Shooter,Sony Computer Entertainment,132000,153000,10000,51000,6.1,39,6.3,11,Cohort Studios,T,6.144,346000
Puzzle Quest: Challenge of the Warlords,DS,2007,Puzzle,D3Publisher,285000,0,31000,20000,8.2,41,8.8,32,1st Playable Productions,E10+,8.463013699,336000
Dynasty Warriors: Gundam 2,PS2,2008,Action,Namco Bandai Games,40000,31000,251000,10000,5.3,8,6.5,8,Omega Force,T,5.9,332000
Star Ocean: Second Evolution,PSP,2008,Role-Playing,Square Enix,142000,10000,162000,20000,7.5,37,7.1,26,TOSE,T,7.334920635,334000
MXRider,PS2,2001,Racing,Atari,162000,132000,0,39000,6.9,16,6.7,6,Paradigm Entertainment,E,6.845454545,333000
Pirates of the Caribbean: At World's End,X360,2007,Action,Disney Interactive Studios,292000,20000,0,30000,5.8,42,5.3,21,Eurocom Entertainment Software,T,5.633333333,342000
The Eye of Judgment,PS3,2007,Misc,Sony Computer Entertainment,275000,0,20000,29000,7.6,43,8.0,51,SCEJ,T,7.817021277,324000
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006,Shooter,Ubisoft,207000,110000,0,10000,6.6,14,5.9,27,Ubisoft Shanghai,T,6.13902439,327000
NHL 09,PS3,2008,Sports,Electronic Arts,294000,20000,0,30000,8.9,25,7.6,41,EA Canada,E10+,8.092424242,344000
World of Final Fantasy,PS4,2016,Role-Playing,Square Enix,81000,138000,80000,40000,7.7,74,8.3,222,Square Enix,E10+,8.15,339000
Banjo-Kazooie: Grunty's Revenge,GBA,2003,Platform,THQ,238000,90000,0,10000,7.3,21,8.1,18,Rare Ltd.,E,7.669230769,338000
NHL 17,PS4,2016,Sports,Electronic Arts,190000,81000,0,60000,7.8,26,5.7,67,"EA Canada, EA Vancouver",E10+,6.287096774,331000
Mega Man ZX Advent,DS,2007,Platform,Capcom,221000,0,91000,20000,7.9,27,8.7,32,Inti Creates,E10+,8.333898305,332000
NCAA Basketball 10,PS3,2009,Sports,Electronic Arts,305000,0,0,31000,7.4,17,7.9,6,EA Canada,E,7.530434783,336000
Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment,210000,0,99000,20000,8.7,45,8.2,74,Level 5,T,8.38907563,329000
Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts,192000,109000,0,30000,4.3,31,5.3,24,EA Bright Light,T,4.736363636,331000
Avatar: The Last Airbender,DS,2006,Adventure,THQ,294000,10000,0,30000,6.3,9,6.4,7,TOSE,E,6.34375,334000
Ape Escape Academy,PSP,2004,Misc,Sony Computer Entertainment,128000,148000,0,50000,5.0,48,5.7,4,Shift,E10+,5.053846154,326000
WWE Wrestlemania XIX,GC,2003,Fighting,THQ,258000,70000,0,10000,7.7,26,8.8,47,Yuke's,T,8.408219178,338000
The Sims 2,GC,2005,Simulation,Electronic Arts,259000,71000,0,10000,7.4,22,8.1,8,Maxis,T,7.586666667,340000
Untold Legends: The Warriors Code,PSP,2006,Role-Playing,Ubisoft,139000,121000,0,79000,6.6,46,8.3,28,Sony Online Entertainment,T,7.243243243,339000
Klonoa 2: Lunatea's Veil,PS2,2001,Platform,Sony Computer Entertainment,121000,102000,79000,31000,9.1,18,9.2,72,Namco,E,9.18,333000
Deus Ex: Invisible War,XB,2003,Shooter,Eidos Interactive,250000,69000,0,10000,8.5,50,7.5,37,Ion Storm,M,8.074712644,329000
The King of Fighters XIII,X360,2011,Fighting,Rising Star Games,228000,60000,10000,30000,7.9,31,8.3,51,SNK Playmore,T,8.148780488,328000
Tak 2: The Staff of Dreams,GC,2004,Platform,THQ,263000,70000,0,10000,7.5,22,8.5,8,Avalanche Software,E,7.766666667,343000
Fracture,X360,2008,Shooter,LucasArts,149000,139000,0,41000,6.3,60,6.2,45,Day 1 Studios,T,6.257142857,329000
Ninja Blade,X360,2009,Action,Microsoft Game Studios,139000,142000,20000,31000,6.9,65,6.9,55,From Software,M,6.9,332000
LEGO Batman 2: DC Super Heroes,PSV,2012,Action,Warner Bros. Interactive Entertainment,162000,112000,0,60000,6.1,9,6.6,46,TT Games,E10+,6.518181818,334000
Bee Movie Game,Weii,2007,Action,Activision,306000,10000,0,30000,6.3,16,7.7,7,Smart Bomb Interactive,E,6.726086957,346000
Kelly Slater's Pro Surfer,PS2,2002,Sports,Activision,159000,128000,0,40000,7.6,19,8.5,15,Treyarch,E,7.997058824,327000
Legends of Wrestling II,PS2,2002,Fighting,Acclaim Entertainment,160000,131000,0,40000,5.9,15,6.6,6,Acclaim,T,6.1,331000
Virtua Tennis 2009,X360,2009,Sports,Sega,119000,179000,0,30000,6.9,43,6.3,15,Sumo Digital,E,6.744827586,328000
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,Capcom,272000,10000,20000,30000,8.0,35,8.1,27,Capcom,T,8.043548387,332000
MLB 09: The Show,PS2,2009,Sports,Sony Computer Entertainment,157000,130000,0,40000,7.9,7,7.5,12,SCEA San Diego Studios,E,7.647368421,327000
Classic NES Series: Castlevania,GBA,2004,Platform,Ninti,172000,61000,89000,10000,7.5,10,8.7,12,Konami,E,8.154545455,332000
Fight Night Round 3,XB,2006,Fighting,Electronic Arts,258000,59000,0,10000,8.2,32,9.1,21,EA Chicago,T,8.556603774,327000
Way of the Samurai 2,PS2,2003,Action,Capcom,50000,41000,230000,10000,5.9,32,9.0,24,Acquire,M,7.228571429,331000
Planet Puzzle League,DS,2007,Puzzle,Ninti,138000,10000,161000,10000,8.7,25,8.2,15,Intelligent Systems,E,8.5125,319000
Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft,291000,10000,0,30000,7.8,35,8.7,84,Ubisoft Montreal,T,8.435294118,331000
Cabela's Dangerous Hunts 2011,PS3,2010,Sports,Activision,258000,39000,0,30000,6.1,4,5.5,9,Activision,T,5.684615385,327000
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,Tecmo Koei,88000,69000,147000,20000,8.5,54,6.4,42,Nippon Ichi Software,T,7.58125,324000
Clock Tower 3,PS2,2002,Adventure,Capcom,100000,80000,118000,31000,7.0,28,7.5,38,SunSoft,M,7.287878788,329000
Etrian Odyssey,DS,2007,Role-Playing,Ninti,192000,20000,92000,20000,7.5,30,8.5,37,"Lancarse, Atlus",T,8.052238806,324000
Call Of War 2: Big Red One,GC,2005,Shooter,Activision,251000,71000,0,10000,7.7,28,7.8,14,Treyarch,T,7.733333333,332000
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,120000,30000,158000,20000,6.0,32,6.7,32,Arc System Works,T,6.35,328000
Disgaea: Hour of Darkness,PS2,2003,Role-Playing,Tecmo Koei,161000,130000,0,39000,8.5,42,8.9,74,Nippon Ichi Software,T,8.755172414,330000
NeoGeo Battle Coliseum,PS2,2005,Fighting,Ignition Entertainment,160000,128000,0,40000,6.7,21,8.9,6,SNK Playmore,T,7.188888889,328000
Resonance of Fate,X360,2010,Role-Playing,Sega,121000,132000,59000,30000,7.4,43,7.8,96,Tri-Ace,T,7.676258993,342000
Harry Potter and the Deathly Hallows - Part 2,Weii,2011,Action,Electronic Arts,167000,128000,0,30000,4.8,6,6.5,5,EA Bright Light,T,5.572727273,325000
SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,THQ,246000,71000,0,10000,7.5,5,7.7,12,Blitz Games,E,7.641176471,327000
MLB 08: The Show,PSP,2008,Sports,Sony Computer Entertainment,303000,0,0,20000,8.4,14,8.5,12,SCEA San Diego Studios,E,8.446153846,323000
Spy Kids 3-D: Game Over,GBA,2003,Platform,Disney Interactive Studios,236000,89000,0,10000,6.2,4,7.6,6,Digital Eclipse,E,7.04,335000
Power Rangers: Ninja Storm,GBA,2003,Misc,THQ,237000,90000,0,10000,5.6,4,8.0,6,Natsume,E,7.04,337000
Medal of Honor: Warfighter,PC,2012,Action,Electronic Arts,142000,148000,0,40000,5.4,30,5.4,599,Danger Close,M,5.4,330000
MVP Baseball 2005,GC,2005,Sports,Electronic Arts,249000,70000,0,10000,8.9,20,8.6,16,EA Sports,E,8.766666667,329000
SSX Blur,Weii,2007,Sports,Electronic Arts,291000,10000,0,30000,7.5,52,8.1,60,EA Montreal,E,7.821428571,331000
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,88000,50000,151000,40000,8.1,55,8.2,235,Spike Chunsoft,M,8.181034483,329000
Harry Potter and the Half-Blood Prince,PS3,2009,Action,Electronic Arts,151000,120000,0,50000,6.7,35,7.0,17,EA Bright Light,E10+,6.798076923,321000
Teen Titans,GC,2006,Action,THQ,248000,71000,0,10000,6.4,11,6.8,11,Artificial Mind and Movement,E10+,6.6,329000
MX vs. ATV Untamed,Weii,2008,Racing,THQ,279000,20000,0,20000,7.0,7,8.3,9,Rainbow Studios,E,7.73125,319000
Binary Domain,PS3,2012,Action,Sega,91000,69000,140000,30000,7.2,33,8.3,179,Sega,M,8.128773585,330000
Major League Baseball 2K6,XB,2006,Sports,Take-Two Interactive,241000,70000,0,10000,7.2,21,5.8,12,Kush Games,E,6.690909091,321000
Golden Axe: Beast Rider,X360,2008,Action,Sega,187000,112000,0,29000,4.4,33,5.7,33,Secret Level,M,5.05,328000
