name	platform	year_of_release	genre	publisher	na_sales	eu_sales	jp_sales	other_sales	critic_score	critic_count	user_score	user_count	developer	rating	popularity score							
NCAA Football 2005	GC	2004	Sports	Electronic Arts	169000	40000	0	10000	8.6	18	8.9	5	EA Sports	E	8.665217391							
Hamtaro: Ham-Ham Games	GBA	2004	Sports	Ninti	158000	59000	0	0	7.8	20	7.8	6	Alphadream Corporation	E	7.8							
Soul Sacrifice Delta	PSV	2014	Action	Sony Computer Entertainment	0	81000	120000	20000	8.2	24	8.5	125	SCE Japan Studio	M	8.451677852							
NASCAR 2011: The Game	Weii	2011	Racing	Activision	210000	0	0	10000	4.2	5	3.2	9	Eutechnyx	E	3.557142857							
Spider-Man: Edge of Time	PS3	2011	Action	Activision	130000	70000	0	31000	5.8	43	7.3	29	Beenox	T	6.404166667							
Spirit Camera: The Cursed Memoir	3DS	2012	Adventure	Ninti	131000	20000	60000	10000	5.5	35	6.2	28	Tecmo Koei Games	T	5.811111111							
Galactic Wrestling: Featuring Ultimate Muscle	PS2	2004	Fighting	Namco Bandai Games	30000	20000	169000	10000	6.2	12	8	5	Aki Corp.	T	6.729411765							
FaceBreaker K.O. Party	Weii	2008	Fighting	Electronic Arts	189000	10000	0	20000	6.2	15	5.7	7	EA Canada	T	6.040909091							
Dino Stalker	PS2	2002	Shooter	Capcom	71000	59000	80000	20000	5	18	6.4	8	Capcom	M	5.430769231							
Mega Man Zero 3	GBA	2004	Platform	Capcom	163000	59000	0	0	7.6	21	8.9	22	Inti	E	8.265116279							
Super Swing Golf	Weii	2006	Sports	Ninti	141000	10000	69000	10000	7.2	44	7.8	15	Tecmo, Ntreev Soft	E10+	7.352542373							
G-Force	PS3	2009	Action	Disney Interactive Studios	128000	60000	0	31000	6.9	22	7.7	7	Eurocom Entertainment Software	E10+	7.093103448							
Luminous Arc 2	DS	2008	Role-Playing	Rising Star Games	202000	0	0	20000	7.4	19	7.7	14	Image Epoch, Imageepoch	T	7.527272727							
Shinobi	3DS	2011	Platform	Sega	141000	70000	0	20000	6.9	33	7.4	33	Griptonite Games	T	7.15							
Tony Hawk's Downhill Jam	DS	2006	Sports	Activision	203000	0	0	20000	7.5	34	7.1	7	Vicarious Visions	E	7.431707317							
Risen 2: Dark Waters	PS3	2012	Role-Playing	Deep Silver	40000	132000	10000	41000	4.7	13	5.2	37	Piranha Bytes	M	5.07							
Age of Empires: The Age of Kings	DS	2006	Strategy	THQ	181000	20000	0	20000	8	38	7.8	59	Backbone Entertainment	E10+	7.878350515							
MotoGP 09/10	PS3	2010	Racing	Capcom	50000	131000	0	40000	7	42	5.4	28	Monumental Games	E	6.36							
The Lord of the Rings: The Third Age	GBA	2004	Role-Playing	Electronic Arts	160000	60000	0	0	6.8	7	8.4	12	Griptonite Games	T	7.810526316							
Dinosaur King	DS	2007	Strategy	Sega	196000	0	0	20000	6.1	13	7.9	9	Climax Entertainment	E	6.836363636							
The Suffering	XB	2004	Action	Midway Games	158000	50000	0	10000	7.6	44	8.7	23	Surreal Software	M	7.97761194							
Tetris Worlds	GC	2002	Puzzle	THQ	167000	41000	0	10000	4.7	10	5.6	8	Radical Entertainment	E	5.1							
The Sims 4: Get Together	PC	2015	Simulation	Electronic Arts	49000	152000	0	20000	7.3	16	7.3	117	Maxis	T	7.3							
Viewtiful Joe 2	GC	2004	Action	Capcom	167000	41000	0	10000	8.5	39	8.4	19	Clover Studio	T	8.467241379							
Child of Eden	PS3	2011	Shooter	Ubisoft	91000	100000	0	40000	8.1	21	7.7	25	Q Entertainment	E10+	7.882608696							
Touch the Dead	DS	2007	Shooter	Eidos Interactive	199000	0	0	20000	5.7	31	5.5	5	Secret Stash Games	M	5.672222222							
Shellshock: Nam '67	XB	2004	Shooter	Eidos Interactive	157000	50000	0	10000	5.7	37	7	14	Guerrilla	M	6.056862745							
Magna Carta: Tears of Blood	PS2	2004	Role-Playing	505 Games	108000	81000	0	30000	6.5	34	6.9	22	SoftMax	T	6.657142857							
All-Star Baseball 2002	GC	2001	Sports	Acclaim Entertainment	173000	40000	0	10000	6.6	17	5.6	9	Acclaim	E	6.253846154							
Pinball Hall of Fame: The Williams Collection	PS3	2009	Misc	Crave Entertainment	198000	0	0	20000	8.1	16	8	8	Farsight Studios	E10+	8.066666667							
Aliens vs Predator: Requiem	PSP	2007	Action	Vivendi Games	29000	118000	0	70000	4.9	34	5.6	19	Rebellion	T	5.150943396							
Dishonored 2	XOne	2016	Action	Bethesda Softworks	119000	80000	0	20000	8.7	22	6.8	156	Arkane Studios	M	7.034831461							
Asphalt: Injection	PSV	2011	Action	Ubisoft	130000	61000	0	30000	4.8	33	4.7	28	Ubisoft	E10+	4.754098361							
From Russia With Love	GC	2005	Action	Electronic Arts	173000	40000	0	10000	7	20	8.6	13	Electronic Arts	T	7.63030303							
Guitar Hero: Smash Hits	PS2	2009	Misc	Activision	110000	10000	0	99000	7	6	8.2	6	Beenox	T	7.6							
NBA Live 09 All-Play	Weii	2008	Sports	Electronic Arts	191000	10000	0	20000	5.2	11	5.9	14	EA Sports	E	5.592							
NFL Quarterback Club 2002	PS2	2001	Sports	Acclaim Entertainment	108000	80000	0	30000	6.8	12	7.6	6	Acclaim	E	7.066666667							
NCAA Basketball 09	X360	2008	Sports	Electronic Arts	197000	0	0	20000	6.9	23	5.6	8	EA Canada	E	6.564516129							
Shin Megami Tensei: Persona	PSP	2009	Role-Playing	Atlus	81000	0	131000	10000	7.9	30	8.1	47	ITL	T	8.022077922							
Lords of the Fallen	XOne	2014	Role-Playing	Square Enix	101000	102000	0	20000	7	13	6.8	166	City Interactive, Deck 13	M	6.81452514							
LEGO The Lord of the Rings	PC	2012	Action	Warner Bros. Interactive Entertainment	69000	127000	0	30000	8.1	6	8.2	127	TT Games	E10+	8.195488722							
Growlanser: Heritage of War	PS2	2006	Role-Playing	Rising Star Games	111000	80000	0	30000	6.1	7	8	9	Career Soft	T	7.16875							
Ben 10 Alien Force: Vilgax Attacks	X360	2009	Action	D3Publisher	112000	89000	0	20000	6.2	9	8.2	4	Papaya Studios	E10+	6.815384615							
Rugby 2004	PS2	2003	Sports	Electronic Arts	112000	81000	0	30000	6	13	6.8	65	HB Studios Multimedia	E	6.666666667							
NBA 06	PSP	2005	Sports	Sony Computer Entertainment	204000	0	0	20000	7.1	19	5.4	8	SCEA Sports Studio	E	6.596296296							
Deadly Creatures	Weii	2009	Action	THQ	79000	118000	0	20000	7.1	45	8.8	36	Rainbow Studios	T	7.855555556							
Naruto Shippuden: Ultimate Ninja Storm Revolution	X360	2014	Fighting	Namco Bandai Games	142000	59000	0	20000	6.2	11	7.2	44	CyberConnect2	T	7							
Dead Island	PC	2011	Action	Deep Silver	121000	69000	0	30000	8.1	24	6.7	1428	Techland	M	6.723140496							
NFL 2K3	GC	2002	Sports	Sega	169000	41000	0	10000	9	24	8.4	15	Visual Concepts	E	8.769230769							
Hunted: The Demon's Forge	X360	2011	Action	Bethesda Softworks	129000	60000	0	20000	6	59	5.9	116	InXile Entertainment	M	5.933714286							
Britney's Dance Beat	GBA	2002	Misc	THQ	149000	59000	0	0	5.4	14	7.3	5	Art	E	5.9							
Shrek SuperSlam	GC	2005	Action	Activision	172000	40000	0	10000	6.9	11	7.8	6	Shaba Games	E10+	7.217647059							
Full Auto	X360	2006	Shooter	Sega	187000	10000	0	20000	7.1	63	7.9	36	Pseudo Interactive	T	7.390909091							
Herdy Gerdy	PS2	2002	Adventure	Eidos Interactive	112000	80000	0	30000	6.8	24	5.1	12	Core Design Ltd.	E	6.233333333							
Afrika	PS3	2008	Adventure	Unknown	120000	0	81000	10000	6.4	12	6.3	34	Rhino Studios	E10+	6.326086957							
Over G Fighters	X360	2006	Simulation	Ubisoft	188000	10000	0	20000	4.9	36	6.1	49	Taito Corporation	T	5.591764706							
Angry Birds Star Wars	PS4	2013	Strategy	Activision	100000	81000	0	40000	4.7	5	2	87	Exient Entertainment	E	2.14673913							
Hot Shots Tennis: Get a Grip	PSP	2010	Sports	Sony Computer Entertainment	70000	0	132000	10000	8.1	27	8	17	Clap Hanz	E	8.061363636							
Star Wars: The Force Unleashed II	DS	2010	Action	LucasArts	168000	31000	0	20000	4.3	5	4	5	LucasArts	T	4.15							
The Dukes of Hazzard: Return of the General Lee	PS2	2004	Racing	Ubisoft	109000	79000	0	30000	5.1	17	6.8	8	Ratbag	E	5.644							
Crash 'N' Burn	PS2	2004	Racing	Eidos Interactive	109000	81000	0	31000	6.2	17	8	7	Climax Group	T	6.725							
NBA	PSP	2005	Sports	Sony Computer Entertainment	197000	0	0	20000	5.8	25	6.8	14	989 Sports	E	6.158974359							
Armored Core V	X360	2012	Simulation	Namco Bandai Games	127000	30000	40000	10000	6.8	37	7.2	37	From Software	T	7							
College Hoops 2K7	X360	2006	Sports	Take-Two Interactive	199000	0	0	20000	8.2	22	8.1	12	2K Sports	E	8.164705882							
Rampage: Total Destruction	Weii	2006	Action	Midway Games	193000	10000	0	20000	4.6	21	5.7	19	Pipeworks Software, Inc.	E10+	5.1225							
The Bard's Tale	PS2	2004	Role-Playing	Ubisoft	102000	78000	0	30000	7.5	44	8.7	14	InXile Entertainment	T	7.789655172							
Conflict Zone	PS2	2002	Strategy	Ubisoft	99000	81000	0	30000	4.7	7	7.3	8	MASA Group	T	6.086666667							
Code Name: S.T.E.A.M.	3DS	2015	Strategy	Ninti	138000	51000	10000	20000	6.8	69	7.7	125	Intelligent Systems	T	7.379896907							
The Bureau: XCOM Declassified	X360	2013	Shooter	Take-Two Interactive	99000	101000	0	20000	6.9	30	6.8	118	2K Marin	M	6.82027027							
Star Wars: Battlefront	PC	2004	Shooter	LucasArts	69000	128000	0	20000	7.2	19	3.5	1509	EA DICE	T	3.546007853							
NHL 2K6	XB	2005	Sports	Take-Two Interactive	160000	49000	0	10000	8.3	32	7.6	26	2K Sports	E10+	7.986206897							
Hannah Montana: The Movie	X360	2009	Adventure	Disney Interactive Studios	141000	50000	0	20000	2.5	4	3.7	48	n-Space	E	3.607692308							
Tenchu: Return From Darkness	XB	2004	Action	Activision	161000	50000	0	10000	7	55	7	6	K2 LLC	M	7							
World Poker Tour	PS2	2005	Misc	Take-Two Interactive	99000	80000	0	30000	6	17	8.7	5	Coresoft	T	6.613636364							
Neo Contra	PS2	2004	Shooter	Konami Digital Entertainment	99000	80000	0	30000	6.5	37	7	8	KCET	M	6.588888889							
MVP Baseball	PSP	2005	Sports	Electronic Arts	201000	0	0	20000	6.8	21	7.8	16	EA Canada	E	7.232432432							
Tony Hawk's American Sk8land	DS	2005	Sports	Activision	190000	0	0	20000	8.3	31	8.6	55	Vicarious Visions	E	8.491860465							
Viewtiful Joe 2	PS2	2004	Action	Capcom	99000	82000	0	30000	8.5	29	7.5	17	Clover Studio	T	8.130434783							
The BIGS 2	X360	2009	Sports	Take-Two Interactive	192000	10000	0	20000	7.6	31	6.3	35	Blue Castle Games	E10+	6.910606061							
Quake III: Revolution	PS2	2001	Shooter	Electronic Arts	99000	78000	0	30000	8.5	18	7.2	11	Bullfrog Productions	M	8.006896552							
Pac-Man World 3	PS2	2005	Platform	Namco Bandai Games	99000	80000	0	30000	6.3	22	5.3	13	Blitz Games	E	5.928571429							
50 Cent: Blood on the Sand	X360	2009	Shooter	THQ	118000	71000	0	20000	7.1	54	6.4	64	Swordfish Studios	M	6.720338983							
Dragon Ball: Fusions	3DS	2016	Role-Playing	Namco Bandai Games	20000	0	190000	0	6.8	12	7.5	16	Ganbarion	T	7.2							
Madden NFL 07	DS	2006	Sports	Electronic Arts	201000	0	0	20000	6.9	9	6.4	10	Exient Entertainment	E	6.636842105							
HBO Boxing	PS	2000	Fighting	Acclaim Entertainment	120000	79000	0	10000	2.6	7	4.1	5	Osiris Studios	E	3.225							
Darkwatch	XB	2005	Shooter	Ubisoft	163000	51000	0	10000	7.6	43	8.1	21	High Moon Studios	M	7.7640625							
Disgaea D2: A Brighter Darkness	PS3	2013	Role-Playing	Nippon Ichi Software	89000	0	99000	20000	7.3	37	8.1	61	Nippon Ichi Software	T	7.797959184							
Maximo vs Army of Zin	PS2	2003	Platform	Capcom	101000	81000	0	30000	8.4	46	7.9	13	Capcom	T	8.289830508							
Assassin's Creed Syndicate	PC	2015	Action	Ubisoft	111000	89000	0	20000	7.4	14	6	544	Ubisoft Quebec	M	6.035125448							
Summoner 2	PS2	2002	Role-Playing	THQ	99000	79000	0	30000	7.5	20	8.2	22	Volition Inc.	T	7.866666667							
Shadow of Destiny	PS2	2001	Adventure	Konami Digital Entertainment	89000	70000	30000	20000	7.7	18	8.4	19	Konami	T	8.059459459							
Ninja Gaiden: Dragon Sword	DS	2008	Action	Tecmo Koei	161000	10000	20000	20000	8.3	52	7.7	36	Team Ninja	T	8.054545455							
World of Final Fantasy	PSV	2016	Role-Playing	Square Enix	40000	60000	81000	30000	7.8	5	8.7	46	Square Enix	E10+	8.611764706							
Danganronpa Another Episode: Ultra Despair Girls	PSV	2014	Action	Nippon Ichi Software	61000	10000	121000	20000	7.3	35	8.3	77	Spike Chunsoft	M	7.9875							
Pro Evolution Soccer 2012	Weii	2011	Action	Konami Digital Entertainment	79000	79000	30000	20000	8	9	7	12	Konami	E	7.428571429							
The Legend of Spyro: The Eternal Night	Weii	2007	Platform	Vivendi Games	177000	20000	0	20000	6.1	8	6.4	15	Krome Studios	E10+	6.295652174							
Cursed Mountain	Weii	2009	Adventure	Deep Silver	90000	100000	0	20000	6.7	51	7.6	33	Deep Silver, Sproing Interactive Media, Sproing	M	7.053571429							
Age of Empires: Mythologies	DS	2008	Strategy	THQ	161000	30000	0	20000	7.8	28	7	20	Griptonite Games	E10+	7.466666667							
Bionicle	GC	2003	Action	Electronic Arts	158000	39000	0	10000	4.7	5	4.2	5	Argonaut Games	E	4.45							
Heroes of Ruin	3DS	2012	Role-Playing	Ninti	131000	70000	0	20000	6.8	53	7.4	50	n-Space	T	7.091262136							
A Boy and His Blob	Weii	2009	Platform	Majesco Entertainment	180000	10000	0	10000	8.1	43	8.9	35	WayForward	E	8.458974359							
Baja: Edge of Control	PS3	2008	Racing	THQ	102000	79000	0	31000	6	21	5.1	11	2XL Games	E	5.690625							
G.I. Joe: The Rise of Cobra	PS3	2009	Action	Electronic Arts	111000	70000	0	30000	4.3	32	4.9	13	Double Helix Games	T	4.473333333							
UFC Undisputed 2010	PSP	2010	Fighting	THQ	112000	60000	0	40000	7.4	27	7	13	Yuke's	T	7.27							
World Series of Poker	PSP	2005	Misc	Activision	192000	0	0	20000	3.7	6	6.4	20	Activision	E10+	5.776923077							
Rayman Raving Rabbids	X360	2007	Misc	Ubisoft	180000	10000	0	20000	6.7	16	7.3	19	Ubisoft Montpellier	E	7.025714286							
Deus Ex: The Conspiracy	PS2	2002	Action	Eidos Interactive	100000	78000	0	30000	8.1	25	8.9	49	Ion Storm	M	8.62972973							
Unreal II: The Awakening	XB	2004	Shooter	Atari	172000	41000	0	10000	6.5	27	5.2	20	Tantalus Interactive	M	5.946808511							
Rumble Racing	PS2	2001	Racing	Electronic Arts	100000	81000	0	30000	8.4	17	8.3	9	Electronic Arts	E	8.365384615							
Spider-Man: Web of Shadows	PS2	2008	Action	Activision	100000	80000	0	30000	6.8	4	4	16	Treyarch, Shaba Games	E10+	4.56							
Vampire Rain	X360	2007	Action	Microsoft Game Studios	178000	0	10000	10000	3.7	45	2.9	44	Artoon	M	3.304494382							
Batman Begins	XB	2005	Action	Electronic Arts	157000	40000	0	10000	6.6	56	7.1	21	Eurocom Entertainment Software	T	6.736363636							
NBA Live 15	XOne	2014	Sports	Electronic Arts	172000	20000	0	20000	5.4	9	6.8	53	EA Sports	E	6.596774194							
JSRF: Jet Set Radio Future	XB	2002	Action	Sega	131000	41000	30000	10000	8.8	36	8	102	Smilebit	T	8.208695652							
NHL Hitz 20-02	GC	2001	Sports	Midway Games	160000	40000	0	10000	7.8	13	8.9	7	Midway	E	8.185							
NCAA Football 2003	GC	2002	Sports	Electronic Arts	162000	40000	0	10000	9.3	11	8.1	9	EA Sports	E	8.76							
Hitman: HD Trilogy	PS3	2013	Action	Square Enix	70000	90000	0	40000	7.1	20	7.6	46	Io Interactive	M	7.448484848							
J Stars Victory Vs.	PSV	2014	Fighting	Namco Bandai Games	0	30000	170000	10000	7.4	5	8	29	Bandai Namco Games	T	7.911764706							
de Blob 2	PS3	2011	Platform	THQ	109000	70000	0	29000	7.4	50	7	34	Blue Tongue Entertainment	E10+	7.238095238							
ESPN Winter X Games: Snowboarding 2002	PS2	2000	Sports	Konami Digital Entertainment	98000	80000	0	30000	6.4	14	8	8	Konami	T	6.981818182							
Final Fantasy Fables: Chocobo's Dungeon	Weii	2007	Role-Playing	Square Enix	89000	0	110000	10000	7.5	34	8.1	20	h.a.n.d. Inc.	E10+	7.722222222							
Project: Snowblind	PS2	2005	Action	Eidos Interactive	100000	80000	0	30000	7.9	54	8.1	23	Crystal Dynamics	T	7.95974026							
Prison Break: The Conspiracy	X360	2010	Action	Deep Silver	70000	112000	0	20000	4	37	4.7	19	ZootFly	T	4.2375							
You Don't Know Jack	Weii	2011	Misc	THQ	190000	0	0	10000	8	5	7.8	6	Jellyvision, Iron Galaxy Studios	T	7.890909091							
Mortal Kombat: Special Forces	PS	2000	Fighting	Midway Games	120000	81000	0	10000	2.8	7	2.4	17	Midway	M	2.516666667							
Mega Man Legacy Collection	3DS	2016	Platform	Capcom	143000	0	49000	20000	7.6	27	7.2	26	Digital Eclipse	E	7.403773585							
The Last Airbender	Weii	2010	Action	THQ	119000	69000	0	20000	5.2	4	6.7	5	THQ	T	6.033333333							
NCAA March Madness 07	X360	2007	Sports	Electronic Arts	193000	0	0	20000	6.6	33	7.1	15	EA Canada	E	6.75625							
Evil Dead: Regeneration	PS2	2005	Action	THQ	99000	79000	0	30000	6.9	26	8.6	8	Cranky Pants Games	M	7.3							
NHL 2003	XB	2002	Sports	Electronic Arts	151000	39000	0	10000	8	12	7.8	12	EA Sports	E	7.9							
Tiger Woods PGA Tour	PSP	2005	Sports	Electronic Arts	193000	0	0	20000	7.8	25	7.5	14	EA Canada	E	7.692307692							
NHL 2K3	PS2	2002	Sports	Sega	99000	81000	0	29000	8.7	25	7.9	17	Treyarch	E	8.376190476							
You Don't Know Jack	X360	2011	Misc	THQ	192000	0	0	10000	8.4	23	7.8	29	Jellyvision, Iron Galaxy Studios	T	8.065384615							
Final Fight One	GBA	2001	Fighting	Ubisoft	89000	30000	80000	0	8.3	16	7.9	8	Sun-Tec	E	8.166666667							
Tony Hawk's Pro Skater 5	PS4	2015	Sports	Activision	90000	79000	0	30000	3.2	43	1.5	427	Robomodo	T	1.655531915							
MLB 10: The Show	PSP	2010	Sports	Sony Computer Entertainment	193000	0	0	20000	8	11	6.7	8	SCEA	E	7.452631579							
Gallop Racer 2003: A New Breed	PS2	2002	Sports	Zoo Digital Publishing	40000	31000	118000	10000	6.7	16	8.6	15	Tecmo	E	7.619354839							
Frogger 3D	3DS	2011	Action	Konami Digital Entertainment	163000	30000	0	10000	5.3	11	5.5	8	Alpha Unit	E	5.384210526							
Blue Dragon Plus	DS	2008	Role-Playing	Ignition Entertainment	118000	30000	50000	10000	6.8	46	6.5	15	Brownie Brown	E	6.726229508							
BeyBlade VForce: Super Tournament Battle	GC	2002	Action	Atari	160000	41000	0	10000	3.3	6	7.6	18	Takara	E	6.525							
Dead to Rights: Retribution	X360	2010	Shooter	Namco Bandai Games	112000	79000	0	20000	6	64	7	34	Volatile Games	M	6.346938776							
Dragon Ball Z: Sagas	GC	2005	Fighting	Atari	158000	40000	0	10000	4.8	11	6.7	11	Avalanche Software	T	5.75							
X2: Wolverine's Revenge	XB	2003	Platform	Activision	150000	40000	0	10000	5.7	27	6.3	9	GenePool	T	5.85							
Power Rangers: Wild Force	GBA	2002	Action	THQ	150000	51000	0	0	5.5	4	6.8	8	Natsume	E	6.366666667							
Tenchu: Shadow Assassins	Weii	2008	Action	Ubisoft	151000	10000	30000	10000	7.1	35	7.7	24	Acquire	M	7.344067797							
Lost Planet 3	PS3	2013	Shooter	Capcom	70000	51000	61000	20000	6	30	5.4	102	Spark Unlimited	T	5.536363636							
Beyblade G-Revolution	GBA	2004	Action	Atari	153000	51000	0	0	4	5	7.8	5	Full Fat	E	5.9							
Capcom Fighting Evolution	PS2	2004	Fighting	Capcom	100000	80000	0	30000	5.7	33	4.8	5	Capcom	T	5.581578947							
Assassin's Creed The Ezio Collection	PS4	2016	Action	Ubisoft	40000	129000	0	30000	7.1	32	7.4	49	Ubisoft Montreal	M	7.281481481							
God of War Collection	PSV	2014	Action	Sony Computer Entertainment	80000	59000	10000	50000	7.4	28	7.4	133	Sanzaru Games, Sanzaru Games, Inc.	M	7.4							
Anarchy Reigns	PS3	2012	Action	Sega	101000	30000	59000	20000	7.2	35	8.3	106	PlatinumGames	M	8.026950355							
Mobile Suit Gundam: Crossfire	PS3	2006	Simulation	Namco Bandai Games	60000	0	140000	10000	3.3	31	5.2	47	Bec	T	4.444871795							
Suikoden Tactics	PS2	2005	Strategy	Konami Digital Entertainment	59000	50000	71000	20000	6.7	31	8.8	17	Konami	T	7.44375							
NCAA March Madness 06	XB	2005	Sports	Electronic Arts	152000	40000	0	10000	7.7	21	7.1	5	EA Canada	E	7.584615385							
Phantasy Star Online	DC	2000	Role-Playing	Sega	0	0	197000	0	9	21	8.9	33	Sonic Team	T	8.938888889							
Crazy Taxi 3: High Roller	XB	2002	Racing	Sega	142000	40000	20000	10000	6.8	33	8.7	13	Hitmaker	T	7.336956522							
Midnight Club 3: DUB Edition Remix	XB	2006	Racing	Take-Two Interactive	148000	41000	0	10000	8.7	16	5.3	18	Rockstar San Diego	E10+	6.9							
Thrillville	PSP	2006	Strategy	Atari	181000	0	0	20000	7.3	13	2.8	39	Frontier Developments	E10+	3.925							
Warhammer 40,000: Space Marine	PC	2011	Shooter	THQ	90000	90000	0	31000	7.3	34	7.3	596	Relic	M	7.3							
The King of Fighters Collection: The Orochi Saga	PS2	2006	Fighting	Ignition Entertainment	100000	79000	0	30000	6.6	14	8.4	4	Terminal Reality	T	7							
Disney's Planes	WeiiU	2013	Simulation	Disney Interactive Studios	138000	40000	0	20000	5.1	10	5.4	9	Behaviour Interactive	E	5.242105263							
MLB SlugFest 20-03	XB	2002	Sports	Midway Games	151000	41000	0	10000	7.9	9	7.8	5	Gratuitous Games	E	7.864285714							
The Con	PSP	2005	Fighting	Sony Computer Entertainment	178000	0	0	20000	6.2	37	7.3	16	SCEA, Think and Feel	T	6.532075472							
Pitfall: The Lost Expedition	PS2	2004	Platform	Activision	101000	80000	0	30000	6.9	34	8.7	12	Edge of Reality	E	7.369565217							
Need for Speed Carbon: Own the City	DS	2006	Racing	Electronic Arts	171000	10000	0	20000	7	6	7.6	15	Exient Entertainment	E	7.428571429							
Enchanted Arms	PS3	2007	Role-Playing	Ubisoft	168000	10000	0	20000	6.5	23	5.8	40	From Software	T	6.055555556							
The Witch and the Hundred Knight	PS3	2013	Role-Playing	Nippon Ichi Software	69000	20000	100000	20000	5.3	44	7.6	80	Nippon Ichi Software	T	6.783870968							
Dragon Ball Z: Harukanaru Densetsu	DS	2007	Role-Playing	Namco Bandai Games	188000	0	0	20000	5.7	16	6.2	10	Bec	E	5.892307692							
Harvest Moon: More Friends of Mineral Town	GBA	2003	Simulation	Ubisoft	140000	49000	0	0	8.2	8	9.3	40	TOSE	E	9.116666667							
X2: Wolverine's Revenge	GBA	2003	Platform	Activision	140000	50000	0	0	7.1	8	7.1	5	Vicarious Visions	E	7.1							
NBA 2K2	XB	2002	Sports	Sega	150000	40000	0	10000	9	17	7.5	5	Visual Concepts	E	8.659090909							
Major League Baseball 2K11	PS3	2011	Sports	Take-Two Interactive	148000	30000	0	20000	7.3	13	6.3	9	Visual Concepts	E	6.890909091							
